,Text,NER
3750,Ba-ra-ad-i2-li2,PN
3751,Ba-ra-ad-i3-li2-še3,PN
3752,Ba-ra-ah-ši{ki}-še3,SN
3753,Ba-ra-an,PN
3754,Ba-ra-an-e11-de3,PN
3755,Ba-ra-e11-de3,PN
3756,Ba-ra-e11:de3,PN
3757,Ba-ra-e3-de3,PN
3758,Ba-ra-za,PN
3759,Ba-ra-{d}E11-e,PN
3760,Ba-ri-a-šum,PN
3761,Ba-ri-ba-ri,PN
3762,Ba-ru-um-tum,PN
3763,Ba-sa2,PN
3764,Ba-sa3-ta,PN
3765,Ba-sa6,PN
3766,Ba-sa6-ga,PN
3767,Ba-sa6-ga-me,PN
3768,Ba-sa6-ga-ta,PN
3769,Ba-sa6-ga-še3,PN
3770,Ba-sa6-ka,PN
3771,Ba-sa6-ke4,PN
3772,Ba-sa6-mu,PN
3773,Ba-sa6-na,PN
3774,Ba-sa6-na-ta,PN
3775,Ba-sa6-sa6,PN
3776,Ba-sa6-sa6-a,PN
3777,Ba-sa6-sa6-ga,PN
3778,Ba-sa6-ta,PN
3779,Ba-sa6-še3,PN
3780,Ba-si-me{ki},SN
3781,Ba-si4,PN
3782,Ba-sig5,PN
3783,Ba-sig5-mu,PN
3784,Ba-sig5-siₓ(SAR)-ge,PN
3785,Ba-sig5-siₓ(SAR)-ge-še3,PN
3786,Ba-sig5-ta,PN
3787,Ba-su4,PN
3788,Ba-su4-mu,PN
3789,Ba-su4-su4,PN
3790,Ba-ta,PN
3791,Ba-ta-ab-e3,PN
3792,Ba-ta-an-e11-de3,PN
3793,Ba-ta-e11,PN
3794,Ba-ta-e11-de3,PN
3795,Ba-ta-e11-de3-ta,PN
3796,Ba-ta-e11:de3,PN
3797,Ba-ta-e3,PN
3798,Ba-ta-num2,PN
3799,Ba-ta-num2-še3,PN
3800,Ba-ta-sa6,PN
3801,Ba-ta-sa6-ge,PN
3802,Ba-ta-sa6-ge-ta,PN
3803,Ba-ta:e11-de3,PN
3804,Ba-ti,PN
3805,Ba-ti-a,PN
3806,Ba-ti-il3,PN
3807,Ba-ti-mu,PN
3808,Ba-ti-ti,PN
3809,Ba-tu,PN
3810,Ba-tu-ug-ra-ad,PN
3811,Ba-tu-šar-ru,PN
3812,Ba-tuku,PN
3813,Ba-tum,PN
3814,Ba-u2-za-ni,PN
3815,Ba-ug7,PN
3816,Ba-ur4,PN
3817,Ba-za,PN
3818,Ba-za-a,PN
3819,Ba-za-a-a,PN
3820,Ba-za-e,PN
3821,Ba-za-kum,PN
3822,Ba-za-mu,PN
3823,Ba-za-num2,PN
3824,Ba-za-ra,PN
3825,Ba-za-ta,PN
3826,Ba-za-ti-a,PN
3827,Ba-za-um,PN
3828,Ba-za-za,PN
3829,Ba-za-za-ti,PN
3830,Ba-za-zum,PN
3831,Ba-zi,PN
3832,Ba-zi-MU,PN
3833,Ba-zi-a,PN
3834,Ba-zi-dumu,PN
3835,Ba-zi-ga,PN
3836,Ba-zi-ge,PN
3837,Ba-zi-ge-e,PN
3838,Ba-zi-ge-en6-ta,PN
3839,Ba-zi-ge-ka-še3,PN
3840,Ba-zi-ge-me,PN
3841,Ba-zi-ge-na-ta,PN
3842,Ba-zi-ge-ta,PN
3843,Ba-zi-ge-še3,PN
3844,Ba-zi-ge2,PN
3845,Ba-zi-gen7,PN
3846,Ba-zi-gi,PN
3847,Ba-zi-gu-la,PN
3848,Ba-zi-ka,PN
3849,Ba-zi-kal-la,PN
3850,Ba-zi-kam,PN
3851,Ba-zi-ke4,PN
3852,Ba-zi-ki,PN
3853,Ba-zi-me,PN
3854,Ba-zi-mu,PN
3855,Ba-zi-mu-ra,PN
3856,Ba-zi-mu-še3,PN
3857,Ba-zi-na,PN
3858,Ba-zi-na-tum,PN
3859,Ba-zi-ra,PN
3860,Ba-zi-ta,PN
3861,Ba-zi-tum,PN
3862,Ba-zi-zi,PN
3863,Ba-zi-zi-um,PN
3864,Ba-zi-še3,PN
3865,Ba-zu-u2,PN
3866,Ba-zu-um,PN
3867,Ba-zu-zu,PN
3868,Ba-zum,PN
3869,Ba-zum-ta,PN
3870,Ba-ša,PN
3871,Ba-ša-an,PN
3872,Ba-ša-an-ti-ba-ad,PN
3873,Ba-ša-an-ti-ba-at,PN
3874,Ba-ša-tum,PN
3875,Ba-ša3-am3,PN
3876,Ba-še-ri-iš-ta,PN
3877,Ba-še3-a,PN
3878,Ba-ši,PN
3879,Ba-ši-SAR-ge,PN
3880,Ba-ši-me-e-še3,PN
3881,Ba-ši-ša3-ra-gi-ke4,PN
3882,Ba-šim-a,PN
3883,Ba-šim-e,PN
3884,Ba-šim-e-ta,PN
3885,Ba-šim-e-še3,PN
3886,Ba-šim-e{ki},SN
3887,Ba-šim-e{ki}-ka-še3,SN
3888,Ba-šim-e{ki}-še3,SN
3889,Ba-šu,PN
3890,Ba-šu-ni-tum,PN
3891,Ba-šu-u2,PN
3892,Babilim,PN
3893,Babilim-ma{ki},SN
3894,Babilim-ma{ki}-ta,SN
3895,Babilim-ma{ki}-še3,SN
3896,Babilim-ta,PN
3897,Babilim-še3,PN
3898,Babilim2-ta,PN
3899,Babilim2-še3,PN
3900,Babilim2{ki},SN
3901,Babilim{ki},SN
3902,Babilim{ki}-ka,SN
3903,Babilim{ki}-ma,SN
3904,Babilim{ki}-ma-ta,SN
3905,Babilim{ki}-ta,SN
3906,Babilim{ki}-še3,SN
3907,Bad3,PN
3908,Bad3-HAR-mu,PN
3909,Bad3-LAGAB.NI.NI-mu,PN
3910,Bad3-an-na-ta,PN
3911,Bad3-an-na-še3,PN
3912,Bad3-bi,PN
3913,Bad3-da,PN
3914,Bad3-da-ri2,PN
3915,Bad3-du3,PN
3916,Bad3-du3-a,PN
3917,Bad3-du3-a-ta,PN
3918,Bad3-du3-ta,PN
3919,Bad3-ga-zi{ki}-ta,SN
3920,Bad3-ti-bi2-ra{ki}-ta,SN
3921,Bad3-tibira{ki},SN
3922,Bad3-tibira{ki}-še3,SN
3923,Bad3-uru-na,PN
3924,Bad3-uru-na-ka,PN
3925,Bad3-{d}Šul-gi-ta,PN
3926,Bad3-{d}Šul-gi-še3,PN
3927,Bad3-šar-ru-um{ki},SN
3928,Bad3{ki},SN
3929,Bala,PN
3930,Bala-kal-la,PN
3931,Bala-sig5,PN
3932,Balag,PN
3933,Balag-u4-da,PN
3934,Balag-u4-da-ke4,PN
3935,Balag-u4-da-še3,PN
3936,Banda3{da},PN
3937,Banda3{da}-KA,PN
3938,Banda3{da}-ta,PN
3939,Bar-LUM,PN
3940,Bar-a-AN,PN
3941,Bar-ba-na-zu{ki},SN
3942,Bar-bar,PN
3943,Bar-bar-NI-a,PN
3944,Bar-bar-NI-a-ta,PN
3945,Bar-bar-i3-a-ta,PN
3946,Bar-bar-ri-a,PN
3947,Bar-du8-ša-RI,PN
3948,Bar-du8-ša-UM,PN
3949,Bar-ku3-ga-ni,PN
3950,Bar-ku3-ge,PN
3951,Bar-la2,PN
3952,Bar-ma-an{ki},SN
3953,Bar-na,PN
3954,Bar-pa-e3,PN
3955,Bar-ra,PN
3956,Bar-ra-AN,PN
3957,Bar-ra-AN-ke4,PN
3958,Bar-ra-AN-ta,PN
3959,Bar-ra-AN-še3,PN
3960,Bar-ra-E11-e,PN
3961,Bar-ra-an,PN
3962,Bar-ra-an-e11-de3,PN
3963,Bar-ra-e11-de3,PN
3964,Bar-ra-e11-de3-ša,PN
3965,Bar-ra-e11-e,PN
3966,Bar-ra-ni-še3,PN
3967,Bar-ra-ta,PN
3968,Bar-u3-a,PN
3969,Bara2-ga-ni,PN
3970,Bara2-he2-na-ge,PN
3971,Bara2-inim-ge-na,PN
3972,Bara2-mu-ba-ni-us2,PN
3973,Bara2-si-ga,PN
3974,Bara2-si-ga-ka,PN
3975,Bara2-si-ga-me,PN
3976,Bara2-si-ga-ta,PN
3977,Bara2-si-ga-še3,PN
3978,Bara2-si-ga{ki}-ta,SN
3979,Bara2-si11-ga{ki}-a,SN
3980,Bara2-uš,PN
3981,Bara2-{d}Utu,PN
3982,Be-ME-Eš4-tar2,PN
3983,Be-be,PN
3984,Be-el2-a-ri2-ik,PN
3985,Be-er-ra,PN
3986,Be-il3-la-ri2-ik,PN
3987,Be-la-at,PN
3988,Be-la-ri2-ik,PN
3989,Be-li2,PN
3990,Be-li2-,PN
3991,Be-li2-A.ZU,PN
3992,Be-li2-A.ZU-ta,PN
3993,Be-li2-AN.DUL3,PN
3994,Be-li2-BAL,PN
3995,Be-li2-DU10,PN
3996,Be-li2-DU10-ta,PN
3997,Be-li2-Er3-ra,PN
3998,Be-li2-GAL.ZU,PN
3999,Be-li2-GAR3-re,PN
4000,Be-li2-IG,PN
4001,Be-li2-KAL,PN
4002,Be-li2-KAL-ta,PN
4003,Be-li2-KAL-še3,PN
4004,Be-li2-LA-ik,PN
4005,Be-li2-SAG,PN
4006,Be-li2-SIPA,PN
4007,Be-li2-UR.SAG,PN
4008,Be-li2-UR.SAG-me,PN
4009,Be-li2-a,PN
4010,Be-li2-a-hu,PN
4011,Be-li2-a-ma-ar,PN
4012,Be-li2-a-ri-ik,PN
4013,Be-li2-a-ri-ik-ta,PN
4014,Be-li2-a-ri2-ik,PN
4015,Be-li2-a-ri2-ik-še3,PN
4016,Be-li2-a2-ri2-ik,PN
4017,Be-li2-ba-ni,PN
4018,Be-li2-ba-ni-ta,PN
4019,Be-li2-da-mi-iq,PN
4020,Be-li2-du-ri2,PN
4021,Be-li2-du10,PN
4022,Be-li2-gar3-du,PN
4023,Be-li2-ha-bi-iš,PN
4024,Be-li2-ha-bi-iš-ta,PN
4025,Be-li2-i-šar,PN
4026,Be-li2-i3-li2,PN
4027,Be-li2-i3-li2-ta,PN
4028,Be-li2-i3-lum,PN
4029,Be-li2-i3-zu,PN
4030,Be-li2-i3-šar,PN
4031,Be-li2-ka3-si-id,PN
4032,Be-li2-ka3-si-ip,PN
4033,Be-li2-ka3-ši-id,PN
4034,Be-li2-ka3-ši2-id,PN
4035,Be-li2-kar3-ri,PN
4036,Be-li2-ki-in,PN
4037,Be-li2-ku-ra-ad,PN
4038,Be-li2-la-gal2-še3,PN
4039,Be-li2-la-ik,PN
4040,Be-li2-li2,PN
4041,Be-li2-ma,PN
4042,Be-li2-na-bi2-iš-ti,PN
4043,Be-li2-na-ha-ti,PN
4044,Be-li2-nu-ri,PN
4045,Be-li2-si2-im-ti,PN
4046,Be-li2-tu-ri2,PN
4047,Be-li2-tum-ki,PN
4048,Be-li2-um-E2-a,PN
4049,Be-li2-šar,PN
4050,Be-li2-šar-ta,PN
4051,Be-li2-šu-luh-ši,PN
4052,Be-li2-ṭa-ab,PN
4053,Be-li2-ṭab,PN
4054,Be-li3-a-ri-ik,PN
4055,Be-li3-li3-ta,PN
4056,Be-su-ha-ar,PN
4057,Be2-bu-ru,PN
4058,Be6-bu-ru,PN
4059,Bi,PN
4060,Bi',PN
4061,Bi-SUHUŠ,PN
4062,Bi-bi,PN
4063,Bi-bi-ta,PN
4064,Bi-da-nu-um,PN
4065,Bi-da-num2,PN
4066,Bi-da-sa6-sa6,PN
4067,Bi-du-du,PN
4068,Bi-ga,PN
4069,Bi-ga-kum,PN
4070,Bi-ga-ti,PN
4071,Bi-ga-tum,PN
4072,Bi-i-a,PN
4073,Bi-i3-li2,PN
4074,Bi-ig-ga-lum,PN
4075,Bi-ig-la-ak,PN
4076,Bi-ik-ki-nu-um,PN
4077,Bi-in-Ma-ma,PN
4078,Bi-ir-ha-aš-aš,PN
4079,Bi-ir-hu-um-še3,PN
4080,Bi-ki-na-tum,PN
4081,Bi-ku-ku,PN
4082,Bi-ku-um,PN
4083,Bi-ku-za-lum,PN
4084,Bi-kum,PN
4085,Bi-la-a,PN
4086,Bi-la-la,PN
4087,Bi-la-la-a,PN
4088,Bi-la-mi-i3-li2,PN
4089,Bi-lam-a,PN
4090,Bi-li-ia,PN
4091,Bi-li-ia3,PN
4092,Bi-li-li,PN
4093,Bi-mu-ra,PN
4094,Bi-na,PN
4095,Bi-na-ur2,PN
4096,Bi-ra-du,PN
4097,Bi-ri-za,PN
4098,Bi-ri-ša-A.AN,PN
4099,Bi-ri-ša-am3,PN
4100,Bi-ru,PN
4101,Bi-tum-ra-bi2-um{ki},SN
4102,Bi-tum2-ra-bi2-um{ki},SN
4103,Bi-za,PN
4104,Bi-za-ni,PN
4105,Bi-za-num2,PN
4106,Bi-za-tum,PN
4107,Bi-za-zi,PN
4108,Bi-ze2,PN
4109,Bi-ze2-ze2,PN
4110,Bi-ze2-ze2-ta,PN
4111,Bi-zi-nu-um,PN
4112,Bi-zi-za-a2,PN
4113,Bi-zu-a,PN
4114,Bi-zu-zu,PN
4115,Bi-zum-ta,PN
4116,Bi-ṣi-lum,PN
4117,Bi2-,PN
4118,Bi2-LAGAB-ga,PN
4119,Bi2-a-ti,PN
4120,Bi2-ba-a,PN
4121,Bi2-da,PN
4122,Bi2-da-a,PN
4123,Bi2-da-ab,PN
4124,Bi2-da-da,PN
4125,Bi2-da-da-me,PN
4126,Bi2-da-dun{ki},SN
4127,Bi2-da-ka,PN
4128,Bi2-da-num2,PN
4129,Bi2-da-ta,PN
4130,Bi2-da-še3,PN
4131,Bi2-du10-ga,PN
4132,Bi2-du11,PN
4133,Bi2-du11-GAG,PN
4134,Bi2-du11-KA-i3-sa6,PN
4135,Bi2-du11-ga,PN
4136,Bi2-du11-ga-ka,PN
4137,Bi2-du11-ga-mu,PN
4138,Bi2-du11-ga-ra,PN
4139,Bi2-du11-ga-ta,PN
4140,Bi2-du11-ga-še3,PN
4141,Bi2-du11-i3-sa6,PN
4142,Bi2-du11-i3-sa6-ta,PN
4143,Bi2-du11-i3-sa6-tur-še3,PN
4144,Bi2-du11-sa6-ga,PN
4145,Bi2-du11-ta,PN
4146,Bi2-du3-a,PN
4147,Bi2-i3-bi2,PN
4148,Bi2-i3-bi2-a,PN
4149,Bi2-i3-ga,PN
4150,Bi2-i3-za-num2,PN
4151,Bi2-ib-ra,PN
4152,Bi2-ig-ni,PN
4153,Bi2-in-du11-ga,PN
4154,Bi2-in-sa6-sa6,PN
4155,Bi2-in-zi,PN
4156,Bi2-in-zu,PN
4157,Bi2-ka-ka,PN
4158,Bi2-ki-na-zu,PN
4159,Bi2-la,PN
4160,Bi2-la-a,PN
4161,Bi2-la-a-a,PN
4162,Bi2-la-bi,PN
4163,Bi2-la-la,PN
4164,Bi2-la-la-ke4,PN
4165,Bi2-la-li2-a-ta,PN
4166,Bi2-la-lum,PN
4167,Bi2-la-ni,PN
4168,Bi2-la-num2,PN
4169,Bi2-li-li,PN
4170,Bi2-li2-a,PN
4171,Bi2-li2-ib-ba,PN
4172,Bi2-li2-la,PN
4173,Bi2-na-ti,PN
4174,Bi2-na-tum,PN
4175,Bi2-ra-,PN
4176,Bi2-sa6,PN
4177,Bi2-tum,PN
4178,Bi2-tum-,PN
4179,Bi2-tum-ra-,PN
4180,Bi2-tum-ra--bi2-um{ki},SN
4181,Bi2-tum-ra-bi-um,PN
4182,Bi2-tum-ra-bi2,PN
4183,Bi2-tum-ra-bi2-,PN
4184,Bi2-tum-ra-bi2-um,PN
4185,Bi2-tum-ra-bi2-um{ki},SN
4186,Bi2-za,PN
4187,Bi2-za-a,PN
4188,Bi2-za-ak,PN
4189,Bi2-za-lum,PN
4190,Bi2-za-ni,PN
4191,Bi2-za-nu-um,PN
4192,Bi2-za-num2,PN
4193,Bi2-za-tum,PN
4194,Bi2-za-za,PN
4195,Bi2-zi,PN
4196,Bi2-zi-a,PN
4197,Bi2-zi-bi2-zi,PN
4198,Bi2-zi-zi,PN
4199,Bi2-zu,PN
4200,Bi2-zu-a,PN
4201,Bi2-zu-zu,PN
4202,Bi2-ša-hi-DINGIR,PN
4203,Bi2-še-a,PN
4204,Bii,PN
4205,Bii',PN
4206,Biii',PN
4207,Bil-ga,PN
4208,Bil-i-a,PN
4209,Bil-i-a-še3,PN
4210,Bil-li2-a-še3,PN
4211,Bil-li2-i-a,PN
4212,Bil-li2li-a-še3,PN
4213,Bil-lu,PN
4214,Bil2-ga,PN
4215,Bil2-ga-še3,PN
4216,Bil2-li-li,PN
4217,Bil2-lum,PN
4218,Bil3-la-ti,PN
4219,Bir-bir,PN
4220,Bir2{ir}-ha-aš2,PN
4221,Biv',PN
4222,Bu-HI.ŠI,PN
4223,Bu-KA,PN
4224,Bu-UH.ŠI,PN
4225,Bu-ba,PN
4226,Bu-ba-ti,PN
4227,Bu-bu,PN
4228,Bu-bu-a,PN
4229,Bu-bu-ba-gar3,PN
4230,Bu-bu-li,PN
4231,Bu-bu-ni,PN
4232,Bu-da-a,PN
4233,Bu-du,PN
4234,Bu-du-ur2,PN
4235,Bu-ga,PN
4236,Bu-ga-a,PN
4237,Bu-ga-an,PN
4238,Bu-ga-ku-um,PN
4239,Bu-ga-mu,PN
4240,Bu-ga-num2,PN
4241,Bu-ga-ti,PN
4242,Bu-ga-tum,PN
4243,Bu-ha-ti,PN
4244,Bu-ku-bi-ir,PN
4245,Bu-ku-li,PN
4246,Bu-ku-num2,PN
4247,Bu-ku-ti-na,PN
4248,Bu-ku-um,PN
4249,Bu-ku-us2,PN
4250,Bu-ku-za,PN
4251,Bu-ku-šu-um,PN
4252,Bu-ku-šum,PN
4253,Bu-ku-šum-ta,PN
4254,Bu-la,PN
4255,Bu-la-a,PN
4256,Bu-la-al,PN
4257,Bu-la-la,PN
4258,Bu-la-li2,PN
4259,Bu-la-li2-a,PN
4260,Bu-la-li2-kam,PN
4261,Bu-la-li2-ta,PN
4262,Bu-la-lum,PN
4263,Bu-la-mu,PN
4264,Bu-li{ki},SN
4265,Bu-li{ki}-me,SN
4266,Bu-li{ki}-ta,SN
4267,Bu-lu-i,PN
4268,Bu-lu-lu,PN
4269,Bu-lu-um{ki}-še3,SN
4270,Bu-lu-zu-um,PN
4271,Bu-lu5-lu5,PN
4272,Bu-lu5-lu5-ta,PN
4273,Bu-ma-nu,PN
4274,Bu-mah-hi,PN
4275,Bu-nu-ni-lum,PN
4276,Bu-qu-šum,PN
4277,Bu-ra-am,PN
4278,Bu-ra-an-ka-gal,PN
4279,Bu-ra-aš-hi,PN
4280,Bu-ri,PN
4281,Bu-ru-ke4,PN
4282,Bu-ru-uk,PN
4283,Bu-ru-uk-ta,PN
4284,Bu-ru-uk-tum,PN
4285,Bu-tu-um,PN
4286,Bu-u2-a,PN
4287,Bu-u2-du,PN
4288,Bu-u2-du-ta,PN
4289,Bu-u2-du-še3,PN
4290,Bu-u2-gu3-mu,PN
4291,Bu-u2-la,PN
4292,Bu-u2-na,PN
4293,Bu-u2-za,PN
4294,Bu-u2-za-a,PN
4295,Bu-u2-za-nu-um,PN
4296,Bu-u2-zu,PN
4297,Bu-u3-a,PN
4298,Bu-u3-hu-ru,PN
4299,Bu-ud-ra,PN
4300,Bu-ul-ba-ad,PN
4301,Bu-ul-bu-ul-la,PN
4302,Bu-ul-lu,PN
4303,Bu-un-na-nu-um,PN
4304,Bu-un-za-a,PN
4305,Bu-un-za-a-ta,PN
4306,Bu-za,PN
4307,Bu-za-a,PN
4308,Bu-za-du-a,PN
4309,Bu-za-lum,PN
4310,Bu-za-nu-um,PN
4311,Bu-za-tum,PN
4312,Bu-za-za,PN
4313,Bu-zi,PN
4314,Bu-zi-na,PN
4315,Bu-zi-na-at,PN
4316,Bu-zu,PN
4317,Bu-zu-a,PN
4318,Bu-zu-a-ta,PN
4319,Bu-zu-mu,PN
4320,Bu-zu-zu,PN
4321,Bu-ša-am,PN
4322,Bu-ša-am-ka,PN
4323,Bu-ša-nu-um,PN
4324,Bu-ša-num2,PN
4325,Bu-šu-a-num2,PN
4326,Bu3-DU-uš-ki-in-ta,PN
4327,Bu3-KA,PN
4328,Bu3-a,PN
4329,Bu3-ba-ti,PN
4330,Bu3-bu,PN
4331,Bu3-bu3,PN
4332,Bu3-bu3-a,PN
4333,Bu3-bu3-bi,PN
4334,Bu3-bu3-da,PN
4335,Bu3-bu3-e,PN
4336,Bu3-bu3-na,PN
4337,Bu3-bu3-ta-am3,PN
4338,Bu3-da,PN
4339,Bu3-da-a,PN
4340,Bu3-dingir-ra,PN
4341,Bu3-du,PN
4342,Bu3-du-a,PN
4343,Bu3-du-az-ma-lum,PN
4344,Bu3-du-du,PN
4345,Bu3-du-la,PN
4346,Bu3-du-la-ga,PN
4347,Bu3-du-ni,PN
4348,Bu3-du-sahar-ne,PN
4349,Bu3-du-ta,PN
4350,Bu3-du-u2-uš-NE,PN
4351,Bu3-du-uk-še-en,PN
4352,Bu3-du-uk-še-en6,PN
4353,Bu3-du-um-ki-ri-iš,PN
4354,Bu3-du-uš-NE,PN
4355,Bu3-e3-a,PN
4356,Bu3-gi-ha,PN
4357,Bu3-gi-li,PN
4358,Bu3-gu,PN
4359,Bu3-ha-NI-NI,PN
4360,Bu3-i3-li2,PN
4361,Bu3-ir{ki},SN
4362,Bu3-la,PN
4363,Bu3-la-al,PN
4364,Bu3-la-ki-in-ta,PN
4365,Bu3-la-la,PN
4366,Bu3-la-la-a,PN
4367,Bu3-la-li2,PN
4368,Bu3-la-lum,PN
4369,Bu3-la-mu,PN
4370,Bu3-la-ša,PN
4371,Bu3-lu5,PN
4372,Bu3-lu5-lu5,PN
4373,Bu3-lu5-lu5-ta,PN
4374,Bu3-lu5-mu,PN
4375,Bu3-u,PN
4376,Bu3-u2,PN
4377,Bu3-u2-KA,PN
4378,Bu3-u2-KA-a,PN
4379,Bu3-u2-KAL-LA,PN
4380,Bu3-u2-a,PN
4381,Bu3-u2-a-ta,PN
4382,Bu3-u2-da,PN
4383,Bu3-u2-da-a,PN
4384,Bu3-u2-da-ge,PN
4385,Bu3-u2-da-zu,PN
4386,Bu3-u2-da{ki},SN
4387,Bu3-u2-du,PN
4388,Bu3-u2-du-du,PN
4389,Bu3-u2-du-ka,PN
4390,Bu3-u2-du-ke4,PN
4391,Bu3-u2-du-me-eš2,PN
4392,Bu3-u2-du-ta,PN
4393,Bu3-u2-du-še3,PN
4394,Bu3-u2-du11,PN
4395,Bu3-u2-ga,PN
4396,Bu3-u2-ku-um,PN
4397,Bu3-u2-la,PN
4398,Bu3-u2-la-ti,PN
4399,Bu3-u2-me,PN
4400,Bu3-u2-mu,PN
4401,Bu3-u2-nu-um,PN
4402,Bu3-u2-u2,PN
4403,Bu3-u2-za,PN
4404,Bu3-u2-za-a,PN
4405,Bu3-u2-za-za,PN
4406,Bu3-u2-zi,PN
4407,Bu3-u2-ša-am3,PN
4408,Bu3-ul-ma,PN
4409,Bu3-un-du,PN
4410,Bu3-us2-si,PN
4411,Bu3-uz,PN
4412,Bu3-uš-ki-in-še3,PN
4413,Bu3-za-a,PN
4414,Bu3-za-ni,PN
4415,Bu3-za-ra-a,PN
4416,Bu3-za-ru-um,PN
4417,Bu3-za-tum,PN
4418,Bu3-za-zi,PN
4419,Bu3-zi-gi-ir,PN
4420,Bu3-zi-gi4-ir,PN
4421,Bu3-zu,PN
4422,Bu3-zu-LUM,PN
4423,Bu3-zu-a,PN
4424,Bu3-zu-i3-li2,PN
4425,Bu3-zu-zi,PN
4426,Bu3-zum,PN
4427,Bu3-ša,PN
4428,Bu3-ša-am,PN
4429,Bu3-ša-an-bi,PN
4430,Bu3-ša-num2,PN
4431,Bu3-ša-šu,PN
4432,Bu3-šu-DINGIR,PN
4433,Bu3-šu-KAL,PN
4434,Bu3-šu-du,PN
4435,Bu3-šu-ud,PN
4436,Bulug-gi,PN
4437,Bur-AD,PN
4438,Bur-Ma-am3,PN
4439,Bur-Ma-ma,PN
4440,Bur-Ma-ma-še3,PN
4441,Bur-a-lu2,PN
4442,Bur-am3,PN
4443,Bur-e2-a,PN
4444,Bur-ga-ad,PN
4445,Bur-gi-um,PN
4446,Bur-he-eš,PN
4447,Bur-he-eš3,PN
4448,Bur-i3-li2,PN
4449,Bur-ku-um,PN
4450,Bur-ma,PN
4451,Bur-ma-am3,PN
4452,Bur-ma-kal2{ki},SN
4453,Bur-ma-ma,PN
4454,Bur-na-zu,PN
4455,Bur-ra,PN
4456,Bur-ra-am,PN
4457,Bur-ra-bi,PN
4458,Bur-sa6-ga,PN
4459,Bur-sal4-la,PN
4460,Bur-u2,PN
4461,Bur-zi3-a-num2,PN
4462,Bur-{d}IŠKUR,PN
4463,Bur-{d}IŠKUR-ra,PN
4464,Bur-{d}MIR,PN
4465,Bur-{d}Ma-ma,PN
4466,Bur-{d}Suen,PN
4467,Bur-{d}UTU,PN
4468,Bur-{d}Šul-gi,PN
4469,Buranun,PN
4470,Buranun-na-še3,PN
4471,Buranun-ta,PN
4472,Buranun{ki},SN
4473,Buranunₓ(|NUN.KIB|){ki}-še3,SN
4474,Buranunₓ(|UD.NUN.KIB|){ki},SN
4475,DA-Ad-du-mu,PN
4476,DA-DINGIR{lum},PN
4477,DA-a,PN
4478,DA-ba-ba,PN
4479,DA-ta,PN
4480,DA-um-GI{ki},SN
4481,DA-ši-im-ŠE3,PN
4482,DA.KID-ru-um,PN
4483,DA.UD{ki}-a,SN
4484,DAM-i3-li2,PN
4485,DAM.šE3,PN
4486,DAR-a,PN
4487,DAR.DIŠ-me-a,PN
4488,"DAR3-ki-li2""",PN
4489,DAR{mušen},PN
4490,DA×ŠEŠ{ki}-ta,SN
4491,DE2-a,PN
4492,DE2-am3,PN
4493,DE2-{d}IŠKUR,PN
4494,DE2-{d}IšKUR,PN
4495,DE2.šUL,PN
4496,DI-a,PN
4497,DI-dam,PN
4498,DI-de3,PN
4499,DI-e,PN
4500,DI-ga,PN
4501,DI-li,PN
4502,DI-li2-ig-tum,PN
4503,DI-me,PN
4504,DI-ra,PN
4505,DI-ra-UM,PN
4506,DI-sal4-la,PN
4507,DI-sal4-la-ta,PN
4508,DI-sum,PN
4509,DI-u2-a-ta,PN
4510,DI-um{ki},SN
4511,DI.HAR-ab-ba-na,PN
4512,DI.IH-ha,PN
4513,DI.KU5-i3-li2,PN
4514,DI.KU5-i3-li2-MU,PN
4515,DI.KU5-i3-li2-amar-ga,PN
4516,DI.KU5-i3-li2-ta,PN
4517,DI.KU5-mi-šar,PN
4518,DI.KU5-mi-šar-ta,PN
4519,DI.KUD-i3-li2,PN
4520,DI.MI-ta,PN
4521,DI.NE-me,PN
4522,DI.NE-{d}En-lil2-la2,PN
4523,DI.NE-še3,PN
4524,DI.NI-zi,PN
4525,DI.SAR-ka-da,PN
4526,DI.UR3-{d}Ba-u2,PN
4527,DIB-a,PN
4528,DIB-ga,PN
4529,DIB-ta,PN
4530,DIM-na-dan,PN
4531,DIM-ra,PN
4532,DIM2-ba-dim2,PN
4533,DIM2-da,PN
4534,DIM4-GAZ-ga2,PN
4535,DIM4-KUM×NAGAR-ga2,PN
4536,DIM4-še3,PN
4537,DIM4.KUM×NAGAR-ga2,PN
4538,DIN-ma-bi,PN
4539,DIN.DIN{ki},SN
4540,DIN.LUM-la2,PN
4541,DINGIR-AN.DUL3-da,PN
4542,DINGIR-DI-ma-at,PN
4543,DINGIR-DINGIR-su,PN
4544,DINGIR-DINGIR-su-ta,PN
4545,DINGIR-Er3-ra-ta,PN
4546,DINGIR-IG-DUL3-ta,PN
4547,DINGIR-IGI.DU-NAM-a-zi,PN
4548,DINGIR-Ir3-e-eb,PN
4549,DINGIR-KA-na,PN
4550,DINGIR-a,PN
4551,DINGIR-a-bi-eš-a-ru-um,PN
4552,DINGIR-a-bi-iš-a-ru-um,PN
4553,DINGIR-a-hi,PN
4554,DINGIR-a-hi-ta,PN
4555,DINGIR-a-su,PN
4556,DINGIR-a-su-ta,PN
4557,DINGIR-a-zu,PN
4558,DINGIR-a-zu-ta,PN
4559,DINGIR-a-zu-um,PN
4560,DINGIR-a-zu-um-ta,PN
